date,temperature,humidity,luminosity
2021-11-17 15:25:55.248,18.9,29.2,225
2021-11-17 15:25:52.971,18.9,29.2,225
2021-11-17 15:25:50.693,18.9,29.2,223
2021-11-17 15:25:48.415,18.9,29.3,225
2021-11-17 15:25:46.138,18.9,29.3,226
2021-11-17 15:25:43.860,19.0,29.4,225
2021-11-17 15:25:41.578,18.9,29.3,225
2021-11-17 15:25:39.301,18.9,29.3,225
2021-11-17 15:25:37.023,19.0,29.4,225
2021-11-17 15:25:34.745,19.0,29.4,225
2021-11-17 15:25:32.468,19.0,29.4,226
2021-11-17 15:25:30.190,19.0,29.4,226
2021-11-17 15:25:27.912,19.0,29.5,226
2021-11-17 15:25:25.635,19.0,29.5,225
2021-11-17 15:25:23.357,19.0,29.6,225
2021-11-17 15:25:21.075,19.1,29.7,226
2021-11-17 15:25:18.798,19.0,29.7,226
2021-11-17 15:25:16.520,19.0,29.8,225
2021-11-17 15:25:14.242,19.1,29.9,225
2021-11-17 15:25:11.965,19.1,30.0,225
2021-11-17 15:25:09.687,19.0,29.9,225
2021-11-17 15:25:07.409,19.1,29.9,225
2021-11-17 15:25:05.128,19.1,29.9,225
2021-11-17 15:25:02.850,19.1,29.9,225
2021-11-17 15:25:00.572,19.1,29.8,225
2021-11-17 15:24:58.295,19.1,29.8,225
2021-11-17 15:24:56.017,19.1,29.7,225
2021-11-17 15:24:53.740,19.1,29.7,226
2021-11-17 15:24:51.462,19.1,29.7,226
2021-11-17 15:24:49.184,19.2,29.8,226
2021-11-17 15:24:46.903,19.1,29.8,227
2021-11-17 15:24:44.625,19.2,29.9,229
2021-11-17 15:24:42.347,19.1,29.8,234
2021-11-17 15:24:40.070,19.1,29.9,231
2021-11-17 15:24:37.792,19.1,29.9,231
2021-11-17 15:24:35.514,19.1,29.8,225
2021-11-17 15:24:33.237,19.1,29.8,226
2021-11-17 15:24:30.959,19.1,29.8,226
2021-11-17 15:24:28.677,19.2,29.9,222
2021-11-17 15:24:26.400,19.1,29.9,222
2021-11-17 15:24:24.123,19.2,29.9,220
2021-11-17 15:24:21.844,19.1,29.9,225
2021-11-17 15:24:19.567,19.1,30.0,226
2021-11-17 15:24:17.289,19.2,30.0,225
2021-11-17 15:24:15.011,19.1,29.9,226
2021-11-17 15:24:12.734,19.1,29.9,231
2021-11-17 15:24:10.452,19.1,30.0,229
2021-11-17 15:24:08.174,19.2,30.0,229
2021-11-17 15:24:05.897,19.1,30.0,227
2021-11-17 15:24:03.619,19.2,30.0,231
2021-11-17 15:24:01.341,19.1,30.0,231
2021-11-17 15:23:59.064,19.1,30.0,229
2021-11-17 15:23:56.786,19.1,30.0,229
2021-11-17 15:23:54.508,19.1,30.0,231
2021-11-17 15:23:52.231,19.1,30.0,234
2021-11-17 15:23:49.949,19.1,29.9,234
2021-11-17 15:23:47.671,19.1,29.9,234
2021-11-17 15:23:45.394,19.1,30.0,234
2021-11-17 15:23:43.116,19.1,30.0,229
2021-11-17 15:23:40.838,19.1,29.9,225
2021-11-17 15:23:38.561,19.1,30.0,227
2021-11-17 15:23:36.283,19.1,29.9,227
2021-11-17 15:23:34.002,19.1,29.9,226
2021-11-17 15:23:31.724,19.1,29.9,226
2021-11-17 15:23:29.446,19.2,30.0,229
2021-11-17 15:23:27.169,19.1,29.9,227
2021-11-17 15:23:24.891,19.1,29.9,229
2021-11-17 15:23:22.613,19.1,29.9,234
2021-11-17 15:23:20.336,19.2,30.0,237
2021-11-17 15:23:18.054,19.2,29.9,237
2021-11-17 15:23:15.776,19.1,29.9,235
2021-11-17 15:23:13.499,19.2,29.9,235
2021-11-17 15:23:11.221,19.1,29.9,235
2021-11-17 15:23:08.943,19.1,29.9,238
2021-11-17 15:23:06.665,19.2,30.0,235
2021-11-17 15:23:04.387,19.1,29.9,238
2021-11-17 15:23:02.110,19.1,29.9,231
2021-11-17 15:22:59.828,19.2,29.9,223
2021-11-17 15:22:57.550,19.1,29.9,232
2021-11-17 15:22:55.273,19.1,29.9,225
2021-11-17 15:22:52.995,19.1,29.9,232
2021-11-17 15:22:50.717,19.1,29.8,235
2021-11-17 15:22:48.440,19.1,29.8,231
2021-11-17 15:22:46.162,19.1,29.8,227
2021-11-17 15:22:43.884,19.2,29.9,235
2021-11-17 15:22:41.603,19.1,29.8,217
2021-11-17 15:22:39.325,19.1,29.8,217
2021-11-17 15:22:37.047,19.1,29.8,219
2021-11-17 15:22:34.770,19.1,29.8,220
2021-11-17 15:22:32.492,19.1,29.9,222
2021-11-17 15:22:30.214,19.1,29.8,207
2021-11-17 15:22:27.937,19.1,29.9,207
2021-11-17 15:22:25.659,19.1,29.8,209
2021-11-17 15:22:23.377,19.1,29.9,184
2021-11-17 15:22:21.100,19.1,29.9,207
2021-11-17 15:22:18.822,19.1,29.9,217
2021-11-17 15:22:16.545,19.1,29.9,216
2021-11-17 15:22:14.267,19.1,29.9,217
2021-11-17 15:22:11.989,19.1,29.9,216
2021-11-17 15:22:09.712,19.1,29.8,216
2021-11-17 15:22:07.431,19.1,29.8,216
2021-11-17 15:22:05.153,19.0,29.8,217
2021-11-17 15:22:02.875,19.0,29.8,217
2021-11-17 15:22:00.598,19.0,29.8,215
2021-11-17 15:21:58.320,19.0,29.8,217
2021-11-17 15:21:56.042,19.0,29.8,216
2021-11-17 15:21:53.765,19.0,29.8,216
2021-11-17 15:21:51.487,19.0,29.7,216
2021-11-17 15:21:49.205,19.0,29.7,217
2021-11-17 15:21:46.928,19.0,29.7,217
2021-11-17 15:21:44.650,19.0,29.7,217
2021-11-17 15:21:42.372,18.9,29.6,217
2021-11-17 15:21:40.095,18.9,29.6,216
2021-11-17 15:21:37.817,18.9,29.6,215
2021-11-17 15:21:35.540,18.9,29.6,217
2021-11-17 15:21:33.262,18.9,29.6,217
2021-11-17 15:21:30.984,19.0,29.6,217
2021-11-17 15:21:28.707,18.9,29.6,217
2021-11-17 15:21:26.425,18.9,29.6,219
2021-11-17 15:21:24.147,18.9,29.7,223
2021-11-17 15:21:21.870,18.9,29.7,227
2021-11-17 15:21:19.592,18.9,29.7,234
2021-11-17 15:21:17.314,18.9,29.7,222
2021-11-17 15:21:15.037,18.9,29.7,219
2021-11-17 15:21:12.759,18.9,29.7,223
2021-11-17 15:21:10.481,18.9,29.7,222
2021-11-17 15:21:08.200,18.9,29.7,219
2021-11-17 15:21:05.922,18.9,29.7,220
2021-11-17 15:21:03.645,18.9,29.8,220
2021-11-17 15:21:01.367,18.8,29.8,220
2021-11-17 15:20:59.089,18.8,29.8,222
2021-11-17 15:20:56.812,18.8,29.9,222
2021-11-17 15:20:54.534,18.8,30.0,222
2021-11-17 15:20:52.256,18.8,30.0,222
2021-11-17 15:20:49.979,18.8,30.0,222
2021-11-17 15:20:47.697,18.8,30.0,220
2021-11-17 15:20:45.419,18.8,30.1,220
2021-11-17 15:20:43.142,18.7,30.0,222
2021-11-17 15:20:40.864,18.7,30.0,219
2021-11-17 15:20:38.586,18.7,30.1,217
2021-11-17 15:20:36.309,18.7,30.1,216
2021-11-17 15:20:34.031,18.7,30.0,216
2021-11-17 15:20:31.754,18.7,30.0,216
2021-11-17 15:20:29.476,18.7,30.0,216
2021-11-17 15:20:27.194,18.7,29.9,217
2021-11-17 15:20:24.916,18.7,29.9,220
2021-11-17 15:20:22.639,18.7,29.9,219
2021-11-17 15:20:20.361,18.6,29.8,219
2021-11-17 15:20:18.083,18.6,29.8,225
2021-11-17 15:20:15.806,18.6,29.7,235
2021-11-17 15:20:13.528,18.6,29.7,235
2021-11-17 15:20:11.251,18.6,29.7,235
2021-11-17 15:20:08.973,18.6,29.7,231
2021-11-17 15:20:06.691,18.6,29.7,232
2021-11-17 15:20:04.413,18.6,29.6,231
2021-11-17 15:20:02.136,18.5,29.6,234
2021-11-17 15:19:59.858,18.5,29.5,240
2021-11-17 15:19:57.581,18.5,29.5,238
2021-11-17 15:19:55.303,18.5,29.4,219
2021-11-17 15:19:53.025,18.5,29.4,189
2021-11-17 15:19:50.748,18.5,29.4,222
2021-11-17 15:19:48.470,18.5,29.4,234
2021-11-17 15:19:46.192,18.5,29.3,240
2021-11-17 15:19:43.915,18.5,29.2,235
2021-11-17 15:19:41.633,18.5,29.2,232
2021-11-17 15:19:39.355,18.5,29.2,245
2021-11-17 15:19:37.078,18.5,29.2,245
2021-11-17 15:19:34.800,18.5,29.2,247
2021-11-17 15:19:32.522,18.5,29.1,250
2021-11-17 15:19:30.245,18.5,29.1,245
2021-11-17 15:19:27.967,18.5,29.1,232
2021-11-17 15:19:25.690,18.5,29.0,242
2021-11-17 15:19:23.412,18.5,29.0,240
2021-11-17 15:19:21.134,18.5,29.1,240
2021-11-17 15:19:18.852,18.6,29.1,245
2021-11-17 15:19:16.575,18.6,29.1,247
2021-11-17 15:19:14.297,18.6,29.1,247
2021-11-17 15:19:12.020,18.6,29.1,242
2021-11-17 15:19:09.742,18.6,29.1,245
2021-11-17 15:19:07.464,18.6,29.1,245
2021-11-17 15:19:05.187,18.6,29.0,243
2021-11-17 15:19:02.909,18.6,29.0,243
2021-11-17 15:19:00.631,18.6,29.0,243
2021-11-17 15:18:58.350,18.6,29.0,243
